entry_date,rounded_time,price,lmp_westzn,load_value,wind_generation,online_price_adder,surface_temperature,relative_humidity,surface_dewpoint_temperature,wind_chill_temperature,wind_speed,dam_price
10/29/2019,6:00:00,19.38666667,19.38666667,1189.38,8155.72,0.010333333,5.6,75.9,1.8,1.521618598,22.7,13.44
10/29/2019,6:15:00,21.37666667,22.2,1182.5975,8013.203333,0.0047,5.325,77.075,1.725,1.256442201,21.975,13.44
10/29/2019,6:30:00,19.69333333,19.69333333,1175.815,7762.283333,0.009033333,5.05,78.25,1.65,0.991265804,21.25,13.44
10/29/2019,6:45:00,19.3,19.3,1169.0325,7630.143333,0.0014,4.775,79.425,1.575,0.726089407,20.525,13.44
10/29/2019,7:00:00,19.05,19.05,1162.25,7651.15,0.000166667,4.5,80.6,1.5,0.46091301,19.8,17.68
10/29/2019,7:15:00,19.39333333,19.39333333,1160.7325,7542.096667,0.000466667,4.475,81,1.525,0.451673105,19.625,17.68
10/29/2019,7:30:00,19.02333333,19.02333333,1159.215,7567.733333,0.000233333,4.45,81.4,1.55,0.442433201,19.45,17.68
10/29/2019,7:45:00,27.29333333,31.01666667,1157.6975,7543.433333,0.000133333,4.425,81.8,1.575,0.433193297,19.275,17.68
10/29/2019,8:00:00,23.14333333,25.29,1156.18,7562.98,0,4.4,82.2,1.6,0.423953393,19.1,21.78
10/29/2019,8:15:00,33.16666667,39.83,1159.5275,7603.973333,0,4.325,81.9,1.475,0.319917863,19.175,21.78
10/29/2019,8:30:00,22.17,23.73333333,1162.875,7524.97,0,4.25,81.6,1.35,0.215882333,19.25,21.78
10/29/2019,8:45:00,50.23,63.96333333,1166.2225,7292.266667,0,4.175,81.3,1.225,0.111846803,19.325,21.78
10/29/2019,9:00:00,30.7,35.97,1169.57,7061.843333,0,4.1,81,1.1,0.007811273,19.4,15.08
10/29/2019,9:15:00,45.88,56.93333333,1170.2525,6808.406667,3.33E-05,3.95,81.725,1.075,-0.157483944,19.225,15.08
10/29/2019,9:30:00,51.81333333,65.80666667,1170.935,6516.583333,0.000233333,3.8,82.45,1.05,-0.322779161,19.05,15.08
10/29/2019,9:45:00,83.50666667,108.9033333,1171.6175,6136.566667,0.004066667,3.65,83.175,1.025,-0.488074377,18.875,15.08
10/29/2019,10:00:00,93.3,124.74,1172.3,5723.173333,0.001366667,3.5,83.9,1,-0.653369594,18.7,9.48
10/29/2019,10:15:00,98.13,130.56,1174.2875,5540.163333,0.000333333,3.4,85.425,1.15,-0.739768613,18.425,9.48
10/29/2019,10:30:00,94.91,126.72,1176.275,5318.673333,0.000433333,3.3,86.95,1.3,-0.826167633,18.15,9.48
10/29/2019,10:45:00,95.02,126.8433333,1178.2625,5139.296667,0.0039,3.2,88.475,1.45,-0.912566652,17.875,9.48
10/29/2019,11:00:00,-87.00666667,146.4733333,1180.25,4969.456667,0.0031,3.1,90,1.6,-0.998965672,17.6,10.74
10/29/2019,11:15:00,-96.30666667,547.52,1200.4125,4719.713333,0.0693,3.025,90.8,1.65,-1.023174265,17.15,10.74
10/29/2019,11:30:00,76.75,281.03,1220.575,4540.066667,0.0429,2.95,91.6,1.7,-1.047382858,16.7,10.74
10/29/2019,11:45:00,453.2966667,452.5333333,1240.7375,4638.003333,0.361766667,2.875,92.4,1.75,-1.071591451,16.25,10.74
10/29/2019,12:00:00,469.5033333,466.7633333,1260.9,4465.443333,0.635533333,2.8,93.2,1.8,-1.095800044,15.8,-36.81
10/29/2019,12:15:00,-26.45666667,371.51,1273.3,4286.653333,3.3656,2.75,93.425,1.8,-1.098472845,15.45,-36.81
10/29/2019,12:30:00,-24.90333333,573.4166667,1285.7,4102.866667,12.2194,2.7,93.65,1.8,-1.101145647,15.1,-36.81
10/29/2019,12:45:00,89.15666667,314.1733333,1298.1,3730.146667,4.675733333,2.65,93.875,1.8,-1.103818448,14.75,-36.81
10/29/2019,13:00:00,316.1233333,339.8133333,1310.5,3593.32,0.775433333,2.6,94.1,1.8,-1.10649125,14.4,4.15
10/29/2019,13:15:00,244.7366667,250.9933333,1306.1675,3365.503333,1.7757,2.725,94,1.875,-0.889806602,14.05,4.15
10/29/2019,13:30:00,233.9766667,238.8933333,1301.835,3295.396667,1.2412,2.85,93.9,1.95,-0.673121955,13.7,4.15
10/29/2019,13:45:00,51,251.4433333,1297.5025,3196.253333,0.520233333,2.975,93.8,2.025,-0.456437308,13.35,4.15
10/29/2019,14:00:00,-296.46,302.6133333,1293.17,3045.606667,1.553966667,3.1,93.7,2.1,-0.239752661,13,-7.71
10/29/2019,14:15:00,-818.3566667,389.5733333,1295.965,2857,1.094833333,3.4,92.775,2.275,0.11268363,13.075,-7.71
10/29/2019,14:30:00,-990.6366667,220.0433333,1298.76,2809.27,0.6562,3.7,91.85,2.45,0.465119922,13.15,-7.71
10/29/2019,14:45:00,-506.0266667,98.94333333,1301.555,2827.146667,0.477933333,4,90.925,2.625,0.817556213,13.225,-7.71
10/29/2019,15:00:00,-309.1433333,93.10333333,1304.35,2893.16,0.476533333,4.3,90,2.8,1.169992504,13.3,-55.93
10/29/2019,15:15:00,-646.9666667,157.55,1305.635,2874.95,3.0266,4.625,88.8,2.95,1.596746959,13.125,-55.93
10/29/2019,15:30:00,-322.9033333,93.23,1306.92,2799.776667,1.0636,4.95,87.6,3.1,2.023501414,12.95,-55.93
10/29/2019,15:45:00,30.21333333,51.00333333,1308.205,2778.116667,0.853533333,5.275,86.4,3.25,2.450255869,12.775,-55.93
10/29/2019,16:00:00,-325.7766667,97.92666667,1309.49,2684.143333,0.7662,5.6,85.2,3.4,2.877010324,12.6,-32.42
10/29/2019,16:15:00,-152.1566667,70.16,1306.2025,2665.363333,0.217066667,5.925,84.05,3.5,3.301751045,12.425,-32.42
10/29/2019,16:30:00,23.69,44.83,1302.915,2724.69,0.031866667,6.25,82.9,3.6,3.726491766,12.25,-32.42
10/29/2019,16:45:00,23.25,29.98333333,1299.6275,2778.06,0.029333333,6.575,81.75,3.7,4.151232487,12.075,-32.42
10/29/2019,17:00:00,23.72666667,44.16333333,1296.34,2681.993333,0.0382,6.9,80.6,3.8,4.575973208,11.9,-41.58
10/29/2019,17:15:00,22.71333333,36.52333333,1299.5525,2805.866667,0.026333333,7.325,78.95,3.95,5.078754302,11.975,-41.58
10/29/2019,17:30:00,22.84333333,36.74,1302.765,3003.506667,0.017533333,7.75,77.3,4.1,5.581535397,12.05,-41.58
10/29/2019,17:45:00,22.92333333,29.83333333,1305.9775,3160.986667,0.018266667,8.175,75.65,4.25,6.084316491,12.125,-41.58
10/29/2019,18:00:00,23.76333333,44.70333333,1309.19,3353.336667,0.019,8.6,74,4.4,6.587097586,12.2,-61.39
10/29/2019,18:15:00,25.61,46.64,1302.595,3497.96,0.054366667,8.85,73.825,4.575,6.759415997,13.2,-61.39
10/29/2019,18:30:00,24.81,45.43666667,1296,3566.463333,0.026766667,9.1,73.65,4.75,6.931734409,14.2,-61.39
10/29/2019,18:45:00,23.53333333,30.27666667,1289.405,3647.206667,0.0219,9.35,73.475,4.925,7.104052821,15.2,-61.39
10/29/2019,19:00:00,22.45,22.16666667,1282.81,3732.63,0.006866667,9.6,73.3,5.1,7.276371232,16.2,-49.91
10/29/2019,19:15:00,21.87,21.6,1288.775,3811.3,0.0049,10.2,70.675,5.1,7.993462276,16.475,-49.91
10/29/2019,19:30:00,21.27666667,21.01,1294.74,3903.28,0.002466667,10.8,68.05,5.1,8.71055332,16.75,-49.91
10/29/2019,19:45:00,21.01,20.74666667,1300.705,4178.37,0.0011,11.4,65.425,5.1,9.427644364,17.025,-49.91
10/29/2019,20:00:00,19.76333333,24.18,1306.67,4380.563333,3.33E-05,12,62.8,5.1,10.14473541,17.3,-40.83
10/29/2019,20:15:00,19.14,28.19333333,1311.5925,4638.38,0,12.15,62.4,5.15,10.33180772,17.3,-40.83
10/29/2019,20:30:00,19.07333333,18.83,1316.515,4863.826667,0,12.3,62,5.2,10.51888003,17.3,-40.83
10/29/2019,20:45:00,19.18,18.93,1321.4375,4998.456667,0,12.45,61.6,5.25,10.70595234,17.3,-40.83
10/29/2019,21:00:00,19.24333333,19,1326.36,5051.686667,0,12.6,61.2,5.3,10.89302465,17.3,-30.51
10/29/2019,21:15:00,19.24333333,19,1332.525,5176.013333,0,12.6,61.125,5.3,10.8381314,17.925,-30.51
10/29/2019,21:30:00,18.92333333,18.68333333,1338.69,5406.87,0,12.6,61.05,5.3,10.78323815,18.55,-30.51
10/29/2019,21:45:00,18.73,23.11333333,1344.855,5659.05,0,12.6,60.975,5.3,10.7283449,19.175,-30.51
10/29/2019,22:00:00,18.88666667,25.81666667,1351.02,5811.273333,0,12.6,60.9,5.3,10.67345165,19.8,-23.22
10/29/2019,22:15:00,18.76333333,19.27333333,1353.1625,6090.503333,0,12.3,62.5,5.375,10.28635933,19.9,-23.22
10/29/2019,22:30:00,19.00666667,18.77,1355.305,6254.3,0,12,64.1,5.45,9.89926702,20,-23.22
10/29/2019,22:45:00,18.72666667,18.49666667,1357.4475,6464.176667,0,11.7,65.7,5.525,9.512174707,20.1,-23.22
10/29/2019,23:00:00,18.77333333,18.53666667,1359.59,6643.543333,0,11.4,67.3,5.6,9.125082394,20.2,-37.26
10/29/2019,23:15:00,18.73,18.73,1367.11,6920.056667,0,10.825,69.275,5.45,8.437451486,19.825,-37.26
10/29/2019,23:30:00,19.77666667,19.77666667,1374.63,7106.933333,0,10.25,71.25,5.3,7.749820579,19.45,-37.26
10/29/2019,23:45:00,20.51333333,20.51333333,1382.15,7341.86,0,9.675,73.225,5.15,7.062189671,19.075,-37.26
10/30/2019,0:00:00,22.17333333,22.17333333,1389.67,7349.233333,6.67E-05,9.1,75.2,5,6.374558764,18.7,-44.28
10/30/2019,0:15:00,20.21333333,20.21333333,1408.9575,7525.816667,0,8.6,77.175,4.9,5.667328156,19.425,-44.28
10/30/2019,0:30:00,19.60666667,19.60666667,1428.245,7711.64,0,8.1,79.15,4.8,4.960097548,20.15,-44.28
10/30/2019,0:45:00,19.62666667,19.62666667,1447.5325,7715.133333,0,7.6,81.125,4.7,4.252866941,20.875,-44.28
10/30/2019,1:00:00,23.06666667,24.25,1466.82,7745.06,0,7.1,83.1,4.6,3.545636333,21.6,-65.45
10/30/2019,1:15:00,26.47333333,28.26666667,1477.025,7658.68,0.003233333,6.725,84.6,4.425,3.069472657,21.6,-65.45
10/30/2019,1:30:00,28.77666667,28.76333333,1487.23,7759.993333,0.08644,6.35,86.1,4.25,2.593308981,21.6,-65.45
10/30/2019,1:45:00,26.48,28.47,1497.435,7876.206667,0.0123,5.975,87.6,4.075,2.117145305,21.6,-65.45
10/30/2019,2:00:00,43.15333333,52.41,1507.64,7939.706667,0.002,5.6,89.1,3.9,1.640981629,21.6,-48.79
10/30/2019,2:15:00,26.03333333,28.00666667,1494.7675,7791.203333,0.012333333,5.225,90.6,3.8,1.124594894,21.95,-48.79
10/30/2019,2:30:00,21.71666667,21.71666667,1481.895,7723.966667,0.020833333,4.85,92.1,3.7,0.608208159,22.3,-48.79
10/30/2019,2:45:00,20.00666667,20.00333333,1469.0225,7746.056667,0.003433333,4.475,93.6,3.6,0.091821424,22.65,-48.79
10/30/2019,3:00:00,19.26666667,19.26666667,1456.15,7733.703333,6.67E-05,4.1,95.1,3.5,-0.424565311,23,-33.65
10/30/2019,3:15:00,19.42666667,19.42666667,1434.885,7678.163333,3.33E-05,3.95,95.325,3.35,-0.657885772,23.375,-33.65
10/30/2019,3:30:00,19.56333333,19.56333333,1413.62,7638.636667,0.0001,3.8,95.55,3.2,-0.891206234,23.75,-33.65
10/30/2019,3:45:00,19.11333333,19.11333333,1392.355,7630.813333,0,3.65,95.775,3.05,-1.124526696,24.125,-33.65
10/30/2019,4:00:00,18.39,18.39,1371.09,7780.22,0,3.5,96,2.9,-1.357847158,24.5,-10.78
10/30/2019,4:15:00,18.27333333,18.27333333,1349.95,7806.126667,0,3.25,95.65,2.625,-1.698144208,24.675,-10.78
10/30/2019,4:30:00,18.30333333,18.30333333,1328.81,7900.786667,0,3,95.3,2.35,-2.038441259,24.85,-10.78
10/30/2019,4:45:00,18.12666667,18.12666667,1307.67,7986.596667,0,2.75,94.95,2.075,-2.378738309,25.025,-10.78
10/30/2019,5:00:00,18,18,1286.53,8108.05,0,2.5,94.6,1.8,-2.719035359,25.2,-14.56
10/30/2019,5:15:00,18.06666667,18.06666667,1268.43,7476.02,0,2.375,94.6,1.625,-2.806320054,24.575,-14.56
10/30/2019,5:30:00,18.18666667,18.18666667,1250.33,8353.466667,0,2.25,94.6,1.45,-2.893604748,23.95,-14.56
10/30/2019,5:45:00,18.29333333,18.29333333,1232.23,8357.616667,0,2.125,94.6,1.275,-2.980889443,23.325,-14.56
10/30/2019,6:00:00,18.03333333,18.03333333,1214.13,8399.326667,0,2,94.6,1.1,-3.068174137,22.7,-38.5
10/30/2019,6:15:00,18.24666667,18.24666667,1207.01,8518.533333,0,1.775,95.325,1.025,-3.319376223,22.425,-38.5
10/30/2019,6:30:00,18.22,18.22,1199.89,8435.973333,0,1.55,96.05,0.95,-3.570578309,22.15,-38.5
10/30/2019,6:45:00,18.13333333,18.13333333,1192.77,8400.23,0,1.325,96.775,0.875,-3.821780395,21.875,-38.5
10/30/2019,7:00:00,28.7,33.01666667,1185.65,8309.846667,0,1.1,97.5,0.8,-4.072982482,21.6,-54.17
10/30/2019,7:15:00,82.02666667,106.83,1188.665,8116.133333,0,1.075,97.025,0.7,-4.216729804,22.5,-54.17
10/30/2019,7:30:00,106.6233333,140.07,1191.68,8111.926667,0,1.05,96.55,0.6,-4.360477126,23.4,-54.17
10/30/2019,7:45:00,100.4833333,130.97,1194.695,8006.94,0,1.025,96.075,0.5,-4.504224448,24.3,-54.17
10/30/2019,8:00:00,97.61,126.75,1197.71,7968.506667,0,1,95.6,0.4,-4.647971771,25.2,-94.01
10/30/2019,8:15:00,97.73333333,127.5166667,1197.41,7916.283333,0,0.9,95.7,0.325,-4.72159397,24.75,-94.01
10/30/2019,8:30:00,97.86333333,128.3666667,1197.11,7762.4,0,0.8,95.8,0.25,-4.795216169,24.3,-94.01
10/30/2019,8:45:00,95.37333333,124.82,1196.81,7814.513333,0,0.7,95.9,0.175,-4.868838368,23.85,-94.01
10/30/2019,9:00:00,89.69666667,116.5766667,1196.51,7939.783333,0,0.6,96,0.1,-4.942460567,23.4,-73.51
10/30/2019,9:15:00,49.12,60.39,1195.09,8057.22,0,0.675,94.725,-0.025,-4.764913886,22.775,-73.51
10/30/2019,9:30:00,18.21,18.21,1193.67,8212.026667,0,0.75,93.45,-0.15,-4.587367205,22.15,-73.51
10/30/2019,9:45:00,18.49,18.49,1192.25,8095.783333,0,0.825,92.175,-0.275,-4.409820524,21.525,-73.51
10/30/2019,10:00:00,30.64,34.19333333,1190.83,7890.7,0,0.9,90.9,-0.4,-4.232273843,20.9,-85.95
10/30/2019,10:15:00,38.45,43.73,1213.245,7858.596667,0,0.825,91.35,-0.4,-4.220353895,20.175,-85.95
10/30/2019,10:30:00,38.93,44.12333333,1235.66,7723.176667,0,0.75,91.8,-0.4,-4.208433947,19.45,-85.95
10/30/2019,10:45:00,-94.67666667,129.0733333,1258.075,7434.96,0.0004,0.675,92.25,-0.4,-4.196513999,18.725,-85.95
10/30/2019,11:00:00,-267.8866667,159.5566667,1280.49,7258.98,0.0015,0.6,92.7,-0.4,-4.184594052,18,-93.58
10/30/2019,11:15:00,-121.2933333,503.5933333,1311.82,7245.943333,0.3353,0.65,92.6,-0.4,-4.137495186,18.1,-93.58
10/30/2019,11:30:00,-454.8033333,155.4066667,1343.15,7003.21,0.384066667,0.7,92.5,-0.4,-4.09039632,18.2,-93.58
10/30/2019,11:45:00,-261.0533333,573.8033333,1374.48,6657.233333,4.496933333,0.75,92.4,-0.4,-4.043297454,18.3,-93.58
10/30/2019,12:00:00,-154.3366667,491.2433333,1405.81,6566.813333,6.6171,0.8,92.3,-0.4,-3.996198589,18.4,-104.46
10/30/2019,12:15:00,-331.36,507.8433333,1418.4025,6633.453333,16.59713333,0.75,92.3,-0.425,-4.027435438,18.2,-104.46
10/30/2019,12:30:00,-700.9733333,534.8866667,1430.995,6428.53,14.5682,0.7,92.3,-0.45,-4.058672287,18,-104.46
10/30/2019,12:45:00,-661.6866667,169.47,1443.5875,6315.393333,0.9088,0.65,92.3,-0.475,-4.089909136,17.8,-104.46
10/30/2019,13:00:00,-605.33,236.3233333,1456.18,6272.496667,0.82,0.6,92.3,-0.5,-4.121145985,17.6,-26.04
10/30/2019,13:15:00,-870.7366667,361.53,1460.29,6319.873333,0.323466667,0.675,92.05,-0.475,-4.069943571,17.875,-26.04
10/30/2019,13:30:00,-808.82,407.19,1464.4,6211.123333,1.5914,0.75,91.8,-0.45,-4.018741158,18.15,-26.04
10/30/2019,13:45:00,-807.4466667,424.3133333,1468.51,6081.81,4.075433333,0.825,91.55,-0.425,-3.967538744,18.425,-26.04
10/30/2019,14:00:00,-878.2266667,385.8533333,1472.62,5999.696667,3.8705,0.9,91.3,-0.4,-3.916336331,18.7,-48.52
10/30/2019,14:15:00,-472.7566667,174.0533333,1469.83,5963.783333,1.573566667,1.05,90.2,-0.4,-3.72808825,18.7,-48.52
10/30/2019,14:30:00,-658.9133333,189.61,1467.04,6007.696667,1.126366667,1.2,89.1,-0.4,-3.539840169,18.7,-48.52
10/30/2019,14:45:00,-838.5366667,210.24,1464.25,6285.593333,0.570166667,1.35,88,-0.4,-3.351592088,18.7,-48.52
10/30/2019,15:00:00,-483.5866667,157.9733333,1461.46,6437.91,0.522833333,1.5,86.9,-0.4,-3.163344007,18.7,-42.75
10/30/2019,15:15:00,-1021.3,213.6133333,1457.04,6822.163333,0.138466667,1.625,87,-0.275,-3.006470606,18.7,-42.75
10/30/2019,15:30:00,33.62,62.07333333,1452.62,7197.146667,0.123266667,1.75,87.1,-0.15,-2.849597205,18.7,-42.75
10/30/2019,15:45:00,-327.3266667,98.75,1448.2,7503.996667,0.050833333,1.875,87.2,-0.025,-2.692723805,18.7,-42.75
10/30/2019,16:00:00,27.78,59.80333333,1443.78,7820.886667,0.0384,2,87.3,0.1,-2.535850404,18.7,-12.95
10/30/2019,16:15:00,27.26666667,53.04666667,1446.16,8257.553333,0.065966667,2.075,87.2,0.175,-2.516729661,19.25,-12.95
10/30/2019,16:30:00,27.20666667,48.06,1448.54,8546.97,0.097233333,2.15,87.1,0.25,-2.497608919,19.8,-12.95
10/30/2019,16:45:00,25.46333333,46.22,1450.92,8707.1,0.046933333,2.225,87,0.325,-2.478488177,20.35,-12.95
10/30/2019,17:00:00,22.86333333,23.22,1453.3,8969.663333,0.0112,2.3,86.9,0.4,-2.459367435,20.9,20.04
10/30/2019,17:15:00,22.38333333,29.51,1453.9525,9345.313333,0.001333333,2.625,84.25,0.275,-2.110206472,21.425,20.04
10/30/2019,17:30:00,22.29333333,29.4,1454.605,9681.176667,0.0009,2.95,81.6,0.15,-1.761045509,21.95,20.04
10/30/2019,17:45:00,22.21666667,43.01666667,1455.2575,9992.47,0.000466667,3.275,78.95,0.025,-1.411884547,22.475,20.04
10/30/2019,18:00:00,20.86,41.65333333,1455.91,10549.75667,3.33E-05,3.6,76.3,-0.1,-1.062723584,23,-6.75
10/30/2019,18:15:00,19.86333333,20.20666667,1460.63,11050.43,0,3.775,74.225,-0.35,-0.839368188,23,-6.75
10/30/2019,18:30:00,19.89333333,20.23666667,1465.35,11583.71,0,3.95,72.15,-0.6,-0.616012793,23,-6.75
10/30/2019,18:45:00,19.56,19.83,1470.07,12050.74333,0,4.125,70.075,-0.85,-0.392657397,23,-6.75
10/30/2019,19:00:00,19.62333333,19.89666667,1474.79,12569.43667,0,4.3,68,-1.1,-0.169302001,23,-7.01
10/30/2019,19:15:00,19.00333333,39.72333333,1481.2,13134.68333,0,4.55,66.15,-1.275,0.025167214,24.275,-7.01
